text_customer,text_apple
"@AppleSupport my wifes iPhone 8 is hung up, how do I do a hard restart?","@182275 Thanks for reaching out, let's get her iPhone up and running. This article explains how to restart: https://t.co/iE95lxiuIy"
@AppleSupport it seems lots of people are pissed at this new OS using the 6 through 7 phones. I’m one of them. What’s being done?,@182280 We're sorry to hear this! Let's see what we can do to get it resolved. Send us a DM and let us know what's going on. https://t.co/GDrqU22YpT
@AppleSupport Yeah I could send photos and videos on iMessage on my Mac book to the iPhone it recently happened once I updated to high Sierra,@182282 Let's look into some other steps to get this resolved. Please send us a DM so we may better assist you. https://t.co/GDrqU22YpT
@AppleSupport Yes I sending Mac to iPhone. It works fine from iPhone to Mac,"@182282 Are you able to use this feature in the past? If yes, when did you start to experience this issue?"
@AppleSupport my mms isn’t working from Mac to iPhone using OS high Sierra,@182282 We'd like to clarify to assist you. Are you trying to send MMS to other iPhone users from your Mac? What are you seeing?
@AppleSupport my rear facing camera in my iPhone 6s isn’t working. I’ve restarted my phone 3 times and closed and re opened apps. Why?,"@182296 We want to help. DM us which country you're in and which iOS you have on your iPhone. Also, does the front camera work? https://t.co/GDrqU22YpT"
@AppleSupport 59%,@182713 We know having a reliable battery is important. Would you join us in DM please? We'd like to start troubleshooting with you. https://t.co/GDrqU22YpT
@AppleSupport since the release of iOS 11 my iPhone 5s battery drains alot. In the morning it is 100% but when i get out of school its 3%,@182713 We can help. What’s the exact version of iOS 11 your iPhone is on? Find that info in Settings &gt; General &gt; About.
"@AppleSupport @182714 Hello sir 
Yesterday i was update my iphone 7 
Ios 11.1 
Its taking too much battery life what should i do 
Every 2 hour my mobile is off",@182715 We'd be happy to look into what's going on. Let's continue in DM. https://t.co/GDrqU22YpT
I'd argue that iOS 11.0.2 is even worse on battery life. @115858 @AppleSupport,"@182714 We know how important battery life is, and we’d like to help. Send us a DM to get started. https://t.co/GDrqU22YpT"
@AppleSupport With 11.0.2 te problem was solved. Thank you!,"@182928 You're welcome, we're glad to hear that! Please reach out if you need help in the future."
"@AppleSupport I just received this mail, what is it? https://t.co/XurywBqrpe",@182929 We'd like to help. Here's how you can identify suspicious emails: https://t.co/LNMCdqt6fD DM us any questions. https://t.co/GDrqU22YpT
"@14229 @14230 @115858 @AppleSupport @14229 @14230 Hi, with upgrade iOS 11.0.1 ,  iPhone doesn’t connect with KIA cars. Problems with Bluetooth. https://t.co/JHiaOzSbHg","@182928 We're here to help! Since having this issue, have you tried connecting to alternate Bluetooth devices?"
@AppleSupport I wasn’t even using Safari that time. The freezing keeps happening more and more and I don’t want to keep restarting my phone,@149004 Thanks. DM us if you've already updated to iOS 11.0.1 and we'll continue support there. https://t.co/GDrqU22YpT
@AppleSupport my 7plus keeps freezing since I updated to iOS11. I have to keep restarting it. This is not good.,"@149004 We want to help. After restarting, how long before it happens? Are you using a certain app when it becomes unresponsive?"
"@AppleSupport My phone is significantly slower. Apps take forever to open and most of the time they don’t. When I call, I can’t hear the other person on the phone. What did you guys do??? This is unacceptable.",@183235 Thanks for providing us with those details. We'd like to look into this. Join us in DM here: https://t.co/GDrqU22YpT
"@AppleSupport Hi! excuse me! since the update, my battery is terrible. I see the percentage go lower. Wat can i do about it?",@183285 Hi there. We're happy to help. Check out this great resource: https://t.co/bivpdfBNJ6 Let us know if this helps.
@AppleSupport Hi! sinds de IOS 11 updates is mijn batterij ontzettend snel leeg. Hoe kan dit? hoe kan ik dit verhelpen?,@183285 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport The new update broke my macOS. Some problem with apfs encrypted drive. I cant start my system.😭 https://t.co/bmRmN6xRrZ,@172919 Let's get your Mac up and running again. What happens when you click on Restart? DM us with details here: https://t.co/GDrqU22YpT
@AppleSupport On ANY wifi network the wifi on my phone will disconnect and I will need to go in settings to connect back.,@183377 That's not expected. Have you updated to iOS 11.0.2? Let's dig into this deeper over DM and solve together: https://t.co/GDrqU22YpT
@AppleSupport iPhone7 :-),"@183378 Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version."
@AppleSupport 10.3.3,@183378 Let's meet up in DM and we'll look into these settings more. https://t.co/GDrqU22YpT
"@AppleSupport when I manually enter a new contact, default option is 'home fax'. Please change so that default is 'mobile'",@183378 We can help with contacts. What device are you currently using?
@AppleSupport 6S+,@183379 Did you install the iOS 11.0.2 update? We know how important battery life is. Let's dig into this deeper over DM: https://t.co/GDrqU22YpT
@AppleSupport yeah iOS 11.0.2 updated... but still facing the issue,@183379 Let's dig deeper into this with you. DM us and we'll continue there. https://t.co/GDrqU22YpT
@AppleSupport New update causing... over heat problems during charging....,@183379 We want to look into this with you. Which device are you using?
@AppleSupport @115858  come up with a feature in photos that lets ppl know If they have copies of the same pictures in there gallery!!!,@183380 We recommend leaving feedback to have this ability considered for a future update:  https://t.co/eTPVYVFyd8
"@AppleSupport It also happens with Google Chrome. With Puffin browser it fails to download to Dropbox, Google Drive, and local storage.",@183381 Thanks for this information. Let's continue via DM from here: https://t.co/GDrqU22YpT
"@AppleSupport Ever since I upgraded my iPad Pro to iOS 11 &amp; 11.0.2, I haven’t been able to open OXF files in MoneyWiz.",@183381 Is that the only app giving you issues? DM us the details. https://t.co/GDrqU22YpT
@AppleSupport Anytime I open an app it freezes and won’t even let me lock my phone then my phone restarts,@183383 We'd love to help out. Could you Direct Message us what country you're located in? https://t.co/GDrqU22YpT
@AppleSupport Already did that! It just won’t work to configure one button. The others buttons work!,@183385 We'd like to look into this more. Send us a DM to continue. https://t.co/GDrqU22YpT
"@AppleSupport My Hue Dimmer won’t configure Button 2. Did a reset, added it again etc. 
Other buttons work, just 2 won’t.","@183385 
Phillips Hue lighting require additional setup with the manufacturer's app. Check out this article: https://t.co/ept6Vf2rqU"
@AppleSupport need to fix the glitches asap!,"@183386 Hey, we'd like to help. Please let us know what device and OS you have. Also, please let us know a bit more about what's going on."
iOS 11 sucks. So many problems. And safari doesn’t block cookies and 3rd party sites anymore @AppleSupport,@183387 Hi there! You can check to make sure cookies are blocked from Settings &gt; Safari. Let us know if you have further questions.
"@AppleSupport So to be clear. This red screen warning is a Safari feature, not phishing from the website like the MacKeeper pop ups in the past?","@183388 That is correct. It is a feature in place to warn users of the content of the website being accessed, as it may be phishing."
@AppleSupport Thanks for clarification.  Would be helpful if had an Apple Logo on it so I knew it was you helping me vs phishing to get me to click link,@183388 That's a great idea. Feel free to provide your feedback at the following link: https://t.co/eTPVYVFyd8
@AppleSupport @183389 Is this a new feature in iOS 11 or some kind of phishing scam? https://t.co/gNuKuaBnXw,@183388 The warning is there to indicate that the site could potentially be a phishing scam. For more on phishing: https://t.co/LNMCdqt6fD
@115858 @115888 Also my phone froze entirely 4 times today #thanksApple @AppleSupport @115858 #ios11problems #ios11update,@183390 We understand you need your iPhone to respond and we want to help you with this. Please send us a DM. https://t.co/GDrqU22YpT
@AppleSupport I have 11.1 beta. It is also virtually impossible to text with this update.,@183464 Got it. Let's look into this further via DM. Let us know which country you're located in to get started. https://t.co/GDrqU22YpT
@AppleSupport,@183464 We'd like to help you resolve this. Could you tell us which device your using and the version of iOS installed currently?
@183466 @AppleSupport I’ve been having the same issue. Plus this keeps popping up every 2 secs. It’s the charger the phone came with!! 🤦🏻‍♀️😔 https://t.co/aDEdvcrTuK,"@183465 Let's get you some help with that! If you haven't seen it already, please check out the info here: https://t.co/uqxquyfdn0"
@AppleSupport why does my phone update my emails every time I plug it in to charge?,@183467 We'd be happy to look into this with you. Could you tell us which iPhone you're usign and the version of iOS installed?
@AppleSupport it worked thanks,@183468 We're glad to hear it. Feel free to reach out if you run into anymore issues.
my phone literally will not turn on. fuck ios 11. @AppleSupport fix it,@183468 We'd like to help you get the iPhone working again. Let's start by following the steps in this article: https://t.co/c3jtCmHUBM
Really?.?? @AppleSupport https://t.co/4V2gFlqOO2,@183471  Let’s get you pointed in the right direction. Our @159983 team will take it from here.
@AppleSupport Yes,"@183472 This issue was addressed with our most recent update, so if your issues are still persisting meet us within DM here: https://t.co/GDrqU22YpT"
@AppleSupport my iphone 8 Plus speakers keep crackling 🙄🙄🙄🙄🙄🙄🙄 and yes I updated the software. Is it an issue with the phone itself?,"@183472 We can help with that. To clarify, when you say you've updated, are you on the latest version 11.0.2?"
"Dear @AppleSupport - here’s a “tip”: don’t love the new OS. In fact, regretting the “upgrade”. Lost visual voicemail. Typography clunky.","@183473 Have you tried going through these steps for Visual Voicemail? https://t.co/jQB0FIOJ7M
Let us know we can help."
@AppleSupport I turned my iPad off and back on again and now they’re updating 😊,"@183553 That's great! If you have any other questions, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time."
"@AppleSupport my iPad says 8 apps need updating, I’ve tried to update them but it’s been loading for nearly an hour",@183553 Let's help! Are you connected to Wi-Fi or cellular data when updating? What icon do you see next to the app updating?
"@AppleSupport When we press volume button pop up comes in middle of the screen for any video we play,iOS11 removed this right?",@183554 Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT
@AppleSupport why volume pop up still in iOS 11 ?,"@183554 Hi, can you tell us more about what you're referring to? We'll be happy to look it with you."
@AppleSupport  Meu celular tá travando muito depois que atualizou,"@183555 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
@AppleSupport It's only my iPhone 7 plus. My MacBook still connects. Yes it's a home network.,"@183558 Has the device been restarted since it happened? If not, let's do that using these steps: https://t.co/OWRDHWSt4h"
@AppleSupport I've restarted the phone three times. The wifi was also restarted.,@183558 Which version of iOS is installed? When did the issue begin? Is this only happening on your home network?
"@AppleSupport 10.3.3. It started happening at midnight (eastern US). And yes, only my home network.","@183558 Let's make sure you have a current backup, here's how: https://t.co/4f8hwT5to6 
Let us know when it's done."
@AppleSupport needs to tell me why only their phones are kicking me off of wifi but my laptop is perfectly fine.,@183558 We can help with Wi-Fi.  How many devices are having issues?  Is this a home network?
@AppleSupport Thanks for the fast response tho ! :),@183559 Got it. Feel free to reach back out if you need further support!
"Hate how the keyboard doesn’t expand all the way on my iPhone 7, this wasn’t like this before I updated to the IOS 11. @AppleSupport @115858 https://t.co/s68OoVmEjm",@183561 Hey there. We'd like look into this further.  Have you tried restarting the device?  Let us know in DM. https://t.co/GDrqU22YpT
@AppleSupport Did that also uninstalled / reinstalled @123765 all which seems to be the only app doing it now.,"@170616 If that's the case, let's go ahead and unpair your Watch from your iPhone using the steps here: https://t.co/UCuy0qGg07"
"@AppleSupport Tried this when I got home from work, still no luck. My assumption is that its the @123765 app but I don’t see any reports of the issue.",@170616 Send us a DM. Let us know the country you're in and we'll do our best to help. https://t.co/GDrqU22YpT
@AppleSupport ever since iOS11 / Watch OS4 updates some apps not display a blank white framework icon on Apple Watch notifications.,"@170616 Let's see what we can do to get things working as expected. To start, restart both your iPhone and your Apple Watch for us."
@AppleSupport iPhone 6s plus iOS 10.2.1,@183650 Please join us in DM so we're able to troubleshoot together. https://t.co/GDrqU22YpT
@AppleSupport I have iOS 11.0.1 and Music used to tell me how many songs and albums I have during iOS 10,@183651 This is a normal feature in the iOS 11 update.
@AppleSupport iOS 11.0.2 iPhone 7,@183654 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
@AppleSupport the new iOS update has killed battery life. It is midday and I’m already at 30% on an iPhone 7 - most of the time on standby,@183654 We know battery life is important. We want to help. Which device are you using? Which iOS 11 version is installed now?
The battery life is bullshit since this update @115858 @AppleSupport,@183655 Let's take a closer look at this together. Could you join us in DM with more info? https://t.co/GDrqU22YpT
Just did iOS 11.0.2 update and I have lost almost all of my playlists and my music.  I’m furious! What on earth is going on @AppleSupport,@183656 Your music is important &amp; we'd like to help. Were these items downloaded for offline play or in your library for streaming?
@AppleSupport  I need to understand why since the update my battery dead’s in like 10mins and my phone continuously cuts off randomly.,@183657 We know how important it is to get the full performance of your battery. Are you using the charger that came with the device?
I think my MacBook got a virus or some shit.. is that possible?? @AppleSupport,"@183658 Hello there. Let's check this out together. Which macOS version do you have installed? Also, why do you feel you have a virus?"
"Ya çıldırıcam kulaklığımın tek tarafı bozuldu, kulaklık almaktan bıktım ya @115858 @AppleSupport 😒",@183740  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport And now Apple isn't helping either,@183742 Thanks for the additional details. This article may help with this issue: https://t.co/bH3pUHAQCN
Damn never thought for a minute that you would let me down @AppleSupport 😔 the fact i had to make an appointment and never been called👎🏼#boo,@183742 That's not what we like to hear. Are you still having issues? Let us know so we can help.
Hey @AppleSupport I installed High Sierra last night and now my MBP is doing this 😧 https://t.co/nnk7odr42h,"@183743 We'll be happy to help you get back to enjoying your MacBook Pro. For more info on this issue, check out: https://t.co/KKHbRRkCpI"
"@AppleSupport Iphone 5s, also i posted this on 11.0.2 relation question section on your site",@183744 What happens when you try to use it? Have you tried to program another fingerprint? https://t.co/fQPvR1nRN7
@AppleSupport Then i went into the settings removed old finger prints tried adding new ones but thats not working as well..,@183744 Do you receive an error when you try to add a new fingerprint? Please send us a DM. https://t.co/GDrqU22YpT
@AppleSupport iphone’s finger print is not working at all after 11.0.2,@183744 We'd like to look into this with you. Which iPhone are you using that you're experiencing this on?
@AppleSupport what the heck is goin on with my phone!This 11.0.2 update eats up my phone battery like crazy.Hope u guys r working on it!,@183745 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT
@AppleSupport I have 11.0.2 but it’s started since iOS 11 and I have an iPhone 6s,@183746 Let's try leaving the group and rejoining the group. Let us know if that helps: https://t.co/JyciMT0ftu
"@AppleSupport have done that multiple times along with restarting my phone, resetting network setting. None of which have worked",@183746 Alright. Did you initiate this particular group chat? Or was it started by someone else? Let us know via DM. We’ll go from there. https://t.co/GDrqU22YpT
"@AppleSupport ever since I got iOS 11 on my iPhone 6 there is one group chat I can’t send any texts in, I can only see what they say. Help!","@183746 We'll be happy to help out. To clarify, are you on the latest version of iOS 11, 11.0.2? Also, which device do you have?"
@AppleSupport And the iPhone 7 Plus,@183747 Thank you. Let's go ahead and restart your iPhone. It appears these issues have been resolved: https://t.co/WZ8unIhsW7
"@AppleSupport Awesome, thank you!",@183747 You're most welcome. Enjoy your weekend!
@AppleSupport Do you guys know if the in-app purchase service is down? I haven’t been able to buy anything in-app for a few days now.,@183747 We can certainly look into this with you. Is it only happening with one app? Which device are you using?
@AppleSupport @115858 what is this? A bug? If it’s a functionality then I fail to understand why. https://t.co/TeeBVp7MiJ,@183749 We would like to take a closer look at this with you.  Please join us in DM so we can assist. https://t.co/GDrqU22YpT
@AppleSupport Solved by your apple staff but it was a bad experience,@183750 We'd like to hear about your support experience. DM us some details about what happened. https://t.co/GDrqU22YpT
@AppleSupport @115858 downloaded  macos high seira update 2day bt after update  MacBook pro is nt opening.Showing this prob #macOSHighSierra https://t.co/owIRCLx4CE,@183750 What happens if you click restart?
"@AppleSupport my phone won’t even charge over 60% overnight, it dies at 15% and my phone is incredibly slow so pls sort ur shit out before I switch to samsung",@183751 We can work together to see what's going on with your iPhone. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
"@AppleSupport Hi, already following these instructions and hasn’t improved. This became noticeable worse when upgrading to iOS11. Please release an update","@183840 If you go to Settings &gt; General &gt; About and scroll to Version, can you tell us which version of iOS 11 you're running?"
@AppleSupport 11.0.2 (updated to .2 yesterday after being on .1 for a couple of days),@183840 Let's go ahead and move to DM so we can gather a bit more info. https://t.co/GDrqU22YpT
@AppleSupport since upgrade to iOS 11 my iPhone 7’s battery life is even worse than before! i can watch the % drop as I’m using my phone! 👎,@183840 We'd be happy to look into this with you. Let's start by seeing if the info here helps: https://t.co/bivpdfBNJ6
"@AppleSupport Most of my Apps starting in landscape, rotation also won‘t detect correctly. iOS 11.0.2 are running on iPhone 6 and 6plus",@183863 Thank you for reaching out to us. Let's have you lock your display to portrait; DM us the results. https://t.co/drOvetzcfb https://t.co/GDrqU22YpT
@AppleSupport .... &amp; where the heck “night shift” gone from the control center?? 🤔😒 Bring it back!!,@183864 Good news! It's still there in Control Center &amp; this article will help guide you on how to access it: https://t.co/NBE76DOiEM
@AppleSupport every time I’m playing music and a sound from app goes off on my phone it stops music! This is ridiculous apple get it sorted,@183866 We'd like to help with your music issue. Which iPhone do you have &amp; which version of iOS is installed currently?
@AppleSupport I'm using 11.1... apparently.,@183867 OK this version is currently in beta testing. Are you using a public or developer seed? Let us know in DM. https://t.co/GDrqU22YpT
Does this happens to anyone else on iOS 11. The icons overlay the app bar. When the whole screen used to shift down. @AppleSupport https://t.co/87juHjeYA6,@183867 Hi there. We'd like to look into this with you. Can you tell us which version of iOS 11 you're running?
"@AppleSupport done them all, nothing worked. not happy",@183868 Understood.  Please send us a DM so we can look at your support options. https://t.co/GDrqU22YpT
@AppleSupport Yes the music app and iOS 11.2,@183869 Thank you for confirming that. Let's go into DM so we can team up to get this sorted. https://t.co/GDrqU22YpT
@AppleSupport Well every time I swipe up while a song is played...it doesn’t register that I’m playing a song.,"@183869 Are you playing songs through the Music app, or another? Also, what's your device model, and the installed iOS 11 version?"
@AppleSupport please fix the mini player on te new update or just go back to the 10,@183869 We'd like to know more about what you're experiencing. Is the issue happening in Control Center on iOS 11?
@AppleSupport I tried that but some of the items (as seen in the photo above) are greyed out and won't add. Why is that?,@183873 Let's gather some more information. Are these ringtones that you purchased through the App Store or created?
@AppleSupport But they used to work no problem with my old phone and old iOS/iTunes. 12.7 iTunes has made it very difficult to add tones.,@183873 Let's look into this a little deeper. Please DM us and we'll dive in there: https://t.co/GDrqU22YpT
"@AppleSupport why is adding custom text/ringtones so difficult now? some add, some do not. why? https://t.co/wpa4pCH97v",@183873 We can help! You can manually manage ringtones with the steps here. Please let us know the result. https://t.co/VXzhLNu7wG
@AppleSupport Where did my music go? iOS 11 was fine. 11.0.2 all music but 1 ep from iTunes is gone. Won’t let me turn on iTunes match.,"@183874 We're happy to help! Is the missing music from an Apple Music Subscription, iTunes purchases, imports or a combination?"
@AppleSupport uhmmm I need help with my iPhone 8+....,"@183877 We've got your DM, and we look forward to working with you there."
@AppleSupport Yes Iv tried 2 and neither work I got the same message.,@183878 Is there an error message? Can you connect to Cellular? Which iOS do you have? You can find it at Settings &gt; General &gt; About
@AppleSupport 9.3.2 (13F69),@183878 We'd like you to try the steps in the following article. DM us the results:  https://t.co/Ui1yTnOCUz https://t.co/GDrqU22YpT
"@AppleSupport This time on home screen all apps disappeared,before tumblr &amp; clock when setting alarms theres others cant remember all only since ios11",@183880 Is there anything you can do to get the phone running as expected?
"@AppleSupport eventually returns back to normal, time taken varies home button haptic work but phone is totally unresponsive",@183880 Does restarting the phone help at all? https://t.co/OWRDHXa3VP
@AppleSupport No it has been restarted several times since problem occurred,@183880 Let's go ahead and meet in DM and we'll continue to look into this. https://t.co/GDrqU22YpT
@AppleSupport iPhone 7plus freezing and extremely glitchy since updating to iOS 11 and iOS 11.0.2 not good enough https://t.co/5KLyA8zOPX,@183880 We want to look into what's going on. Do you notice this when using specific apps or features?
latest software 11.2 is good but thr is Sml problem dat wifi remains on even it’s off at shortcut pls advise @AppleSupport @13965,"@183881 This is actually expected behavior in iOS 11's Control Center. For more info, check out: https://t.co/G7BHuQnDS6"
@AppleSupport phone on 70% has died between 10pm &amp; 6am when not in use. I have iOS 11.02. When will this issue be fixed??,@183882 We'd like to work with you more on this battery issue. Meet us in DM at the link below to get started. https://t.co/GDrqU22YpT
"@AppleSupport It’s iOS 11.0.2 like the ones below it’s junk, not ready for Public use. Getting sick of this with your “cheap” devices NOT",@183883 We want to get to the bottom of the issues you are seeing. Join us in DM and we'll get started? https://t.co/GDrqU22YpT
"@AppleSupport why is iOS 11.0.2 still buggy. Still have problems with screen not rotating and screen pauses, not good on a £800 plus device",@183883 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
@AppleSupport  https://t.co/1spBqr88m6,@183884 Thanks for the screenshot.  Please join us in DM so we can continue https://t.co/GDrqU22YpT
@AppleSupport my phone SE.. why app “ACTIVITY” not available my phone???...,@183884 Hi there. Let's check which iOS version you have by tapping Settings &gt; General &gt; About to get started.
@AppleSupport Excuse me but my cellular data isn’t working &amp; I still have plenty of gigabytes left. Restarting didn’t work...,"@183886 We're happy to help. DM us with the model iPhone and iOS version you have, and we'll go from there. https://t.co/GDrqU22YpT"
@AppleSupport Hi @AppleSupport I’ve updated to IOS 1.1 it started happening whenever I first installed the IOS 11 on its release date,@183887 Is the device set up to maximize performance as shown here? https://t.co/bivpdfBNJ6 Keep us posted if so.
@AppleSupport I use the bedtime alarm function so I’m not sure how to reset that?,@183939 Let's delete all current alarms and create a new alarm.  Let us know if persists.
@AppleSupport do you fancy fixing the bug in IOS 11 where an alarm goes off without any sound? Defeats the whole point of an alarm.,@183939 We can help with alarms. Have you tried recreating the alarm to see if the issue persists?
@AppleSupport I took a shower with my Apple Watch and now the speaker sounds nasally,@183940 Could you Direct Message us and let us know what country or region you're located in? https://t.co/GDrqU22YpT
"@AppleSupport hi, I need help fixing my Apple Watch series 3",@183940 What kind of issues are you having with the Apple Watch? We'd love to help.
@AppleSupport Link is not working....,@183941 Our apologies. Here is the correct link: https://t.co/bivpdfBNJ6
"@AppleSupport Hi, so now that i’m having serious battery drain issue in my iphone7 after ios updates from 11 to 11.0.2 , what sud i do now?",@183941 Let's help with the battery life issue. Check out the link here to maximize your battery life: https://t.co/jYrxcDCN7T
@AppleSupport explain yo self https://t.co/ErwkeWtzxe,"@183943 We're here to help, Send us a DM and let us know the region you're located in. We'll go from there."
"@AppleSupport It attempted to, however many things are still missing or ""unable to download"" 🙄 Not to mention it takes 7 years to do anything 🐌 #snailpace","@183944 OK, since you are restoring from backup. Make sure that you're connected to Wi-Fi: https://t.co/Lr8zUtw9ls https://t.co/GDrqU22YpT"
"@AppleSupport Awh it's ok, I've been advised to buy a new iPhone, since 6's won't support the new update and will now be 'useless' 🙂 thanks tho x",@183944 We understand. We'd like to let you know that the iPhone 6 is compatible with iOS 11: https://t.co/LVMJqqcDhs
"@AppleSupport Thought it may be compatible, I doubt that it's useable? I can't send/ receive messages/calls and nowww can't even set an alarm 🙄 #nothappy",@183944 Send us a DM and we'll continue there. https://t.co/GDrqU22YpT
Lol @AppleSupport can you kindly replace everything on my phone that just magically disappeared trying to download IOS 🤷‍♀️🤷‍♀️ thanks x,@183944 We want to help. Did you device recover missing items from a backup?
@AppleSupport iphone 7,"@183947 Since it is the same port used, is the iPhone 7 charging OK? Have you checked for dirt or debris on the connector and port?"
help my iphone doesn't pick up my earphones when i plug them in it continues to play the music out loud @AppleSupport,@183947 We're happy to help. What model of iPhone do you have?
"@AppleSupport Yes its working now, yesterday i moved everything from dropbox to icloud and today it seems like disaster, im glad that was temporary",@174256 We're glad to hear the issue is resolved. Feel free to reach back out to us with any questions or concerns if need be.
"#iclouddrive isn’t uploading nor downloading any documents, its been 7 hours for me, no Mac and no iOS device is updating it @AppleSupport",@174256 We'd like to help. iCloud Drive is up and running: https://t.co/7NVrDovSd8 Have you tried rebooting the affected devices?
Sres de @AppleSupport tengo un iPhone 6s y es DESESPERANTE lo de IOS11. Teléfono lentisimo y lo de la batería es una VERGÜENZA. No dura nada,@183948 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
@AppleSupport But how do I make it control what’s playing on my phone instead - I wanna leave the phone on the floor at the gym &amp; change tracks on watch,@174562 We're glad you were able to get it working properly. If you have any additional questions please feel free to reach out.
@AppleSupport can’t seem to change my music playing on my phone via workout on the #AppleWatch anymore?! Where’s this gone?,@174562 We're glad you asked. Now you can create a playlist on your Apple Watch. Check this out: https://t.co/kPrTO9IGph
"@AppleSupport Thanks, will try and revert",@183949 Keep us posted and we'll be here to help if anything comes up.
My “new music mix” is missing  from my For You section. What gives? @AppleSupport,@183950 We can help. How long have you had an Apple Music Subscription?  Let's meet in DM to discuss. https://t.co/GDrqU22YpT
@AppleSupport in ios 11.0.2 battery draining problem.. phone gets too laggy...,@183951 We know how important battery life is. Click here to join us in DM. We'll take it from there: https://t.co/GDrqU2kzhr
"@AppleSupport My wifi and bluethooth on automatically in night, and this update also slow down my phone as well. plz release some stable ver","@183952 Let us help. To begin, let us know which version of iOS 11 your iPhone is on, and we’ll take it from there."
"@AppleSupport Dear @AppleSupport  Since the update (ios11), my battery life is shorter! how is that possible?",@184051 We'll be happy to help you maximize your battery life. Can you DM us if you have installed the iOS 11.0.2 update? https://t.co/GDrqU22YpT
Beste @AppleSupport !!! Sinds de update van ios11 is mijn batterij sneller leeg!! Hoe kan dat?,@184051 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport I don't want my iPhone to notify me twice about the same SMS. That is so confusing.,@184052 Happy to help. You can customize this notification to never repeat in Settings&gt; Notifications&gt; Messages ; https://t.co/2txgOv5s2M
@AppleSupport This are general tips... But the thing is battery life is poor after updating to ios11 !! BADLY WAITING FOR AN UPDATE TO FIX THIS!,"@184053 What we’d like for you to do is make adjustments, fully charge your device and monitor the behavior over the next day or so."
@AppleSupport No use! Can you pls tell me canni degrade back to ios10??,"@184053  We'd like to look into this further with you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT"
@AppleSupport ios11 is draining off my phone’s battery very fast! Any help?? I’m using iphone SE 64 gigs,"@184053 We've got you. Take a look at this article and see if we can adjust some settings.
https://t.co/TpjqFp3jxD"
@AppleSupport I would like to investigate wether an in appropriate phone call came from your staff. I have the number.,@184054 Hi there. We're happy to help how we can. DM us and tell us what happened. https://t.co/GDrqU22YpT
@AppleSupport Nope.,"@184055 Thanks for checking. Have you restarted your device when you notice the flashlight isn't powering on? If not, let's do that step."
@AppleSupport I charged it last night so it will be a while before I run it down to below 20% again. I’ll go ahead and restart it though.,"@184055 If this happens again, take notice if Low Power mode enables under Settings &gt; Battery: https://t.co/VtbR4hS4qv"
"@AppleSupport I let the battery drop below 10%. Low battery mode is off, phone has had a reboot, still can’t use flashlight.",@184055 We’d like to look into this further with you. Please send us a DM with which device you are using. https://t.co/GDrqU22YpT
@AppleSupport It’s helped. Cheers.,@184056 We are happy to hear that helped. Let us know if we can be of any other help.
@AppleSupport It’s set to never,@184056 Try changing the Auto-Lock to a shorter amount of time. Let us know if that helps when your iPhone is in your pocket.
"@AppleSupport my iPhone keeps pocket dialling contacts in my phone, any way of making this stop?",@184056 We'll be glad to assist you. Is your iPhone set to auto-lock? Tap Settings &gt; Display &amp; Brightness. What is Auto-Lock set to?
"#iOS11 ha ancora moltissimo problemi, la barra delle app va a destra e sinistra sola 😱😱😱😱😱. Ma cosa combini #Apple. @AppleSupport https://t.co/WARFrNGA8R",@184057 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport iPad 3rd gen will be able to accommodate iOS 10.3.5 ?,@184058 Thanks for reaching out. The maximum iOS the iPad 3rd generation can run is iOS 9.3.5.
"@AppleSupport ok i tried the first tip and it worked. thanks apple support, i love you https://t.co/BRnVpw50HX","@184060 That's fantastic! If you need anything else, let us know. We're here every day from 5am-8pm Pacific time.  Have a great weekend!"
Sinds de nieuwe IOS kan ik geen apps meer downloaden iemand die mij kan helpen? #apple #IOS @2446 @AppleSupport,@184061 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
ios11.0.2 did not fix iPhone battery drain @AppleSupport  Just woke up to find it drained 30% in 4 hrs while off,@184062 Which iPhone are you using? Let us know in DM and we’ll go from there. https://t.co/GDrqU22YpT
@AppleSupport iOS 11.0.2,@184063 Do you have any pending updates available in the App Store? Let us know in DM. https://t.co/GDrqU22YpT
